Licence Number,UWI,Client,Phase 1 ESA Vendor,PH 1 Year,Phase 1 ESA Result,Phase 1 ESA Well Centre,Phase 1 ESA Drilling Waste Disposal,Phase 1 ESA Flare Pit,Phase 1 ESA Aboveground Infrastructure,Phase 1 ESA Underground Storage Tank,Phase 1 ESA Spill,Phase 1 ESA Other APEC,Phase 2 ESA Vendor,Phase 2 ESA Year,Phase 2 ESA Result,Phase 2 ESA Well Centre,Phase 2 ESA Drilling Waste Disposal,Phase 2 ESA Flare Pit,Phase 2 ESA Aboveground Infrastructure,Phase 2 ESA Underground Storage Tank,Phase 2 ESA Spill,Phase 2 ESA Other APEC,Phase 2 ESA Well Centre Contaminated Volume (m3),Phase 2 ESA Drilling Waste Disposal Contaminated Volume (m3),Phase 2 ESA Flare Pit Contaminated Volume (m3),Phase 2 ESA Aboveground Infrastructure Contaminated Volume (m3),Phase 2 ESA Underground Storage Tank Contaminated Volume (m3),Phase 2 Spill Area Volume (m3),Phase 2 ESA Combined Contaminated Volume (m3),Remediation Vendor,Remediation Year,Well Centre Volume Remediated (m3),Drilling Waste Disposal Volume Remediated (m3),Flare Pit Volume Remediated (m3),Aboveground Infrastructure Volume Remediated (m3),Underground Storage Tank Volume Remediated (m3),Remediated Combined Volume (m3),Notes,Source,Cost - Phase 1 ESA,Cost - Phase 2 ESA,Cost - Phase 3 Remedial Report,Who entered the data,Source Dates,Budget (high level) or Amount,Units - Project Manager,Units - Project Coordinator ,Units - Administration ,Units - Line Locates ,Units - Hydrovac Lines ,Units - Survey,Units - Liner ,Units - Lowboy Equipment Mob/Demob,Units - Site Supervisor ,Units - Excavator ,Units - D6 Dozer ,Units - Operator Travel Time ,Units - Operator Crew Truck ,Units - Equipment Crew Subsistence ,Units - Lab Analysis ,Units - Truck and Pup,Units - Loader
,100/14‐02‐022‐05W4M,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/14‐05‐012‐17W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2018,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2018,,,,,,,,,,,,,,,,,,
,102/14‐05‐021‐08W4M,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Fail,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/14‐05‐022‐04W4M,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,14‐06‐013‐13W4M Remote Sump ,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/14-09-021-08W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Fail,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/14‐11‐016‐11W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Fail,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,101/14‐12‐002‐29W3M,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2018,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2018,,,,,,,,,,,,,,,,,,
,100/14‐16‐015‐11W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/14‐16‐021‐08W4M,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Fail,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/14‐17‐021‐08W4M,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Fail,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/14‐19‐013‐16W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,111/14‐20‐014‐26W3M,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/14‐21‐021‐08W4M  ,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Fail,,Fail,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,141/14‐27‐018‐25W3M,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/14‐29‐008‐16W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2018,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2018,,,,,,,,,,,,,,,,,,
,100/14‐29‐018‐12W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/14-29-021-05W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Fail,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/14-31-021-05W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Fail,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/14‐32‐021‐05W4M,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Fail,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/14-33-021-05W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/14‐34‐021‐05W4M ,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/14-35-021-05W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Fail,,,,,,,,,,,,,,,,,,,,,,,"SECURE recommends conducting a Supplemental Phase II ESA to further characterize and delineate the chloride
impacts north of well centre",CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/14-36-015-21W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,191/10‐27‐027‐27W3/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2019,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,193/10‐27‐027‐27W3/00 ,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2019,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/15‐31‐014‐11W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,131/16-01-013-27W3/02,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/16‐01‐016‐11W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2018,,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2018,,,,,,,,,,,,,,,,,,
,"100/16‐02‐022‐05W4M &
      102/10‐02‐022‐05W4M",Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/16‐03‐031‐04W4M,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/16‐05‐021‐08W4M,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,141/16‐08‐014‐25W3M  ,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/16‐08‐021‐08W4M,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Fail,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/16‐09‐015‐11W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2018,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2018,,,,,,,,,,,,,,,,,,
,100/16-09-021-08W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,111/16-10-015-25W3/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,141/16‐11‐014‐26W3M  ,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/16‐12‐015‐11W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Fail,,,,,,,,,,,,,,,,,,,,,,,SECURE recommends further assessment of the potential salinity impacts.,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,"141/16‐13‐016‐25W3M, 191/10‐13‐016‐25W3M, 191/04‐19‐016‐25W3M  ",Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/16‐14‐022‐04W4M,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,,,,,,,,,,,,,,,,,,,,,,,,"Pending vegetation recovery to date, reclamation may be required at the well centre area to improve growing
conditions so the wellsite will meet the current reclamation guidelines.",CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/16‐17‐021‐08W4M,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Fail,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,141/16‐18‐019‐24W3/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2018,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2018,,,,,,,,,,,,,,,,,,
,100/16-21-021-08W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Fail,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/16‐24‐013‐15W4/02,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2018,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2018,,,,,,,,,,,,,,,,,,
,100/16-26-021-06W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Fail,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,141/16‐27‐018‐27W3M,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2021,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2021,,,,,,,,,,,,,,,,,,
,121/16‐28‐012‐26W3/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2018,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2018,,,,,,,,,,,,,,,,,,
,100/16-29-021-05W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,141/16‐32‐016‐25W3M,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/16‐33‐014‐11W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2018,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2018,,,,,,,,,,,,,,,,,,
,100/16‐34‐021‐05W4M,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2020,Fail,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,102 & 103/16‐35‐012‐16W4M/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/16‐35‐024‐15W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Fail,Fail,Fail,,,,,,,,,,,,,,,,,,,,,"SECURE recommends further assessment of the DWDA and well centre area for remediation
options.   ",CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,111/08‐28‐018‐27W3/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2015,,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2015,,,,,,,,,,,,,,,,,,
,121/06‐26‐020‐26W3/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2015,,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2015,,,,,,,,,,,,,,,,,,
,141/02‐15‐019‐27W3/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2016,,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2016,,,,,,,,,,,,,,,,,,
,141/02‐26‐018‐27W3/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2015,,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2015,,,,,,,,,,,,,,,,,,
,141/02‐34‐018‐27W3/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2016,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,"Soil samples submitted from the well centre area returned BTEX and TEH values that
were below the SPIGEC #4, 2009 Guidelines",CNRL files,,,,Alice,2016,,,,,,,,,,,,,,,,,,
,141/04‐36‐018‐27W3/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2015,,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2015,,,,,,,,,,,,,,,,,,
,141/06‐26‐018‐27W3/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2015,,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2015,,,,,,,,,,,,,,,,,,
,141/06‐28‐018‐27W3/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2015,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2015,,,,,,,,,,,,,,,,,,
,141/08‐31‐018‐27W3/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2015,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2015,,,,,,,,,,,,,,,,,,
,141/16‐03‐019‐27W3/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2015,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2015,,,,,,,,,,,,,,,,,,
,100/14-16-012-14W4/02,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Fail,,Fail,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/08-09-015-11W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Pass,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,101/02‐20‐017‐24W3/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/04-23-011-16W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Pass,,Pass,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/06-07-011-16W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/06‐13‐015‐12W4/0,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/06‐17‐016‐11W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,SECURE recommends remediation of the well centre area.  ,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,141/06-19-017-29W3/00 ,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/11‐26‐013‐15W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/06‐29‐015‐16W4/02,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2018,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2018,,,,,,,,,,,,,,,,,,
,100/06-30-014-10W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Pass,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/06-31-014-09W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Fail,,Fail,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/06‐35‐015‐11W4/02,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/08‐06‐016‐11W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Fail,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/08‐12‐015‐12W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Fail,,Fail,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/08‐12‐020‐09W4/00 ,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,102/08-13-010-17W4/00 ,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/08‐15‐014-W4M/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/08‐16‐012‐19W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2018,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2018,,,,,,,,,,,,,,,,,,
,141/08-19-017-29W3/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/08‐33‐015‐11W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Fail,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/08-35-011-17W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/09‐19‐014‐11W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Fail,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/02‐08‐015‐11W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/02‐16‐016‐11W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Fail,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/05‐21‐015‐11W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/06‐01‐015‐11W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Pass,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/06‐11‐016‐11W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Pass,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/06‐12‐015‐11W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/06‐24‐015‐12W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/07‐02‐016‐11W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Pass,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/07‐04‐015‐11W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Pass,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/07‐06‐015‐11W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Fail,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/08‐09‐015‐11W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Pass,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/08‐23‐016‐11W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Pass,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/10‐09‐015‐11W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/10‐36‐014‐11W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/12‐12‐015‐11W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/14‐05‐015‐11W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Fail,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/14‐21‐016‐11W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Pass,,,,,,,,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
,100/14‐26‐014‐11W4/00,Canadian Natural Resources Limited,,,Fail,,,,,,,,Other,2017,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,CNRL files,,,,Alice,2017,,,,,,,,,,,,,,,,,,
